695833 | 03AQ02 Mar 23 02:23:22 03 | L01 D3 (Groth) | 14:19:28.0  52:40:41 2000 |  180 | i | 1.19 | 0.79 0.87  1127 |P 1 V Q|
961010 | 07BQ10 Dec 17 03:59:11 07 | L01 D2         | 10:00:27.2   2:11:52 2000 |  520 | i | 1.07 | 1.01 1.03  1862 |P 1 V Q|
961011 | 07BQ10 Dec 17 04:08:40 07 | L01 D2         | 10:00:29.2   2:10:51 2000 |  520 | i | 1.06 | 1.19 1.21  1848 |P 1 V Q|
961012 | 07BQ10 Dec 17 04:18:08 07 | L01 D2         | 10:00:30.1   2:12:51 2000 |  520 | i | 1.06 | 1.15 1.18  1804 |P 1 V Q|
961013 | 07BQ10 Dec 17 04:27:37 07 | L01 D2         | 10:00:28.1   2:13:52 2000 |  520 | i | 1.05 | 1.16 1.17  1792 |P 1 V Q|
961014 | 07BQ10 Dec 17 04:37:04 07 | L01 D2         | 10:00:27.6   2:13:22 2000 |  520 | i | 1.05 | 1.17 1.18  1822 |P 1 V Q|
961015 | 07BQ10 Dec 17 04:46:37 07 | L01 D2         | 10:00:29.6   2:11:22 2000 |  520 | i | 1.05 | 1.18 1.19  1863 |P 1 V Q|
961016 | 07BQ10 Dec 17 04:52:28 07 | L01 D2         | 10:00:28.6   2:12:22 2000 |  225 | g | 1.05 | 1.24 1.26   437 |P 1 V Q|
961017 | 07BQ10 Dec 17 04:57:01 07 | L01 D2         | 10:00:27.2   2:11:52 2000 |  225 | g | 1.05 | 1.33 1.35   436 |P 3 O Q|
961018 | 07BQ10 Dec 17 05:01:35 07 | L01 D2         | 10:00:29.2   2:10:52 2000 |  225 | g | 1.05 | 1.33 1.35   429 |P 2 V Q|
961019 | 07BQ10 Dec 17 05:06:08 07 | L01 D2         | 10:00:30.1   2:12:52 2000 |  225 | g | 1.05 | 1.25 1.27   427 |P 1 V Q|
961020 | 07BQ10 Dec 17 05:10:41 07 | L01 D2         | 10:00:28.1   2:13:52 2000 |  225 | g | 1.06 | 1.42 1.43   435 |P 3 O Q|
961021 | 07BQ10 Dec 17 05:15:15 07 | L01 D2         | 10:00:27.2   2:11:52 2000 |  225 | g | 1.06 | 1.21 1.23   443 |P 1 V Q|
961022 | 07BQ10 Dec 17 05:19:48 07 | L01 D2         | 10:00:28.1   2:13:52 2000 |  225 | g | 1.06 | 1.34 1.36   439 |P 2 V Q|
961023 | 07BQ10 Dec 17 05:26:57 07 | L01 D2         | 10:00:28.6   2:12:22 2000 |  300 | r | 1.07 | 1.24 1.26   666 |P 1 V Q|
961024 | 07BQ10 Dec 17 05:32:46 07 | L01 D2         | 10:00:27.2   2:11:52 2000 |  300 | r | 1.07 | 1.11 1.13   675 |P 1 V Q|
961025 | 07BQ10 Dec 17 05:38:34 07 | L01 D2         | 10:00:29.2   2:10:52 2000 |  300 | r | 1.08 | 1.22 1.24   689 |P 1 V Q|
961026 | 07BQ10 Dec 17 05:44:22 07 | L01 D2         | 10:00:30.1   2:12:52 2000 |  300 | r | 1.09 | 1.20 1.23   762 |P 1 V Q|
961027 | 07BQ10 Dec 17 05:50:10 07 | L01 D2         | 10:00:28.1   2:13:52 2000 |  300 | r | 1.09 | 1.36 1.37   980 |P 3 O Q|
961028 | 07BQ10 Dec 17 05:56:29 07 | L01 D2         | 10:00:28.1   2:13:51 2000 |  300 | r | 1.10 | 1.18 1.20  1838 |P 1 V Q|
962727 | 07BQ11 Jan 02 19:19:09 08 | L01 D1         |  2:26:00.0  -4:30:02 2000 |  520 | i | 1.12 | 0.69 0.71  2960 |A 1 V Q|
962728 | 07BQ11 Jan 02 19:28:40 08 | L01 D1         |  2:25:58.5  -4:30:32 2000 |  520 | i | 1.11 | 0.68 0.70  3060 |A 1 V Q|
962729 | 07BQ11 Jan 02 19:38:08 08 | L01 D1         |  2:26:00.5  -4:31:32 2000 |  520 | i | 1.11 | 0.73 0.75  2992 |P 1 V Q|
962730 | 07BQ11 Jan 02 19:47:38 08 | L01 D1         |  2:26:01.4  -4:29:31 2000 |  520 | i | 1.10 | 0.75 0.78  2874 |P 1 V Q|
962731 | 07BQ11 Jan 02 19:57:06 08 | L01 D1         |  2:25:59.4  -4:28:32 2000 |  520 | i | 1.10 | 0.78 0.80  2717 |P 1 V Q|
962732 | 07BQ11 Jan 02 20:06:34 08 | L01 D1         |  2:25:59.0  -4:29:02 2000 |  520 | i | 1.10 | 0.79 0.81  2694 |P 1 V Q|
962733 | 07BQ11 Jan 02 20:16:05 08 | L01 D1         |  2:26:01.0  -4:31:02 2000 |  520 | i | 1.10 | 0.70 0.72  2643 |P 1 V Q|
962734 | 07BQ11 Jan 02 20:23:09 08 | L01 D1         |  2:26:00.0  -4:30:02 2000 |  300 | r | 1.10 | 0.80 0.81   687 |P 1 V Q|
962735 | 07BQ11 Jan 02 20:28:57 08 | L01 D1         |  2:25:58.5  -4:30:31 2000 |  300 | r | 1.10 | 0.80 0.82   684 |P 1 V Q|
962736 | 07BQ11 Jan 02 20:34:45 08 | L01 D1         |  2:26:00.5  -4:31:32 2000 |  300 | r | 1.11 | 0.86 0.89   695 |P 1 V Q|
962737 | 07BQ11 Jan 02 20:40:40 08 | L01 D1         |  2:26:01.4  -4:29:32 2000 |  300 | r | 1.11 | 0.78 0.80   691 |P 1 V Q|
962738 | 07BQ11 Jan 02 20:46:28 08 | L01 D1         |  2:25:59.4  -4:28:32 2000 |  300 | r | 1.12 | 0.90 0.92   687 |P 1 V Q|
962739 | 07BQ11 Jan 02 20:52:18 08 | L01 D1         |  2:26:00.0  -4:30:02 2000 |  225 | g | 1.12 | 0.91 0.93   339 |P 1 V Q|
962740 | 07BQ11 Jan 02 20:56:51 08 | L01 D1         |  2:25:58.5  -4:30:32 2000 |  225 | g | 1.13 | 0.81 0.83   350 |P 1 V Q|
962741 | 07BQ11 Jan 02 21:01:24 08 | L01 D1         |  2:26:00.5  -4:31:31 2000 |  225 | g | 1.14 | 0.82 0.84   351 |P 1 V Q|
962742 | 07BQ11 Jan 02 21:05:57 08 | L01 D1         |  2:26:01.4  -4:29:32 2000 |  225 | g | 1.14 | 0.93 0.94   349 |P 1 V Q|
962743 | 07BQ11 Jan 02 21:10:31 08 | L01 D1         |  2:25:59.4  -4:28:32 2000 |  225 | g | 1.15 | 0.94 0.95   348 |P 1 V Q|
962744 | 07BQ11 Jan 02 21:18:41 08 | L01 D1         |  2:26:00.0  -4:30:02 2000 |  360 | z | 1.16 | 0.77 0.73  2162 |P 1 V Q|
962745 | 07BQ11 Jan 02 21:25:30 08 | L01 D1         |  2:25:58.5  -4:30:32 2000 |  360 | z | 1.17 | 0.81 0.83  2254 |P 1 V Q|
962746 | 07BQ11 Jan 02 21:32:18 08 | L01 D1         |  2:26:00.5  -4:31:31 2000 |  360 | z | 1.18 | 0.69 0.70  2242 |P 1 V Q|
962747 | 07BQ11 Jan 02 21:39:06 08 | L01 D1         |  2:26:01.4  -4:29:32 2000 |  360 | z | 1.20 | 0.66 0.67  2272 |P 1 V Q|
962748 | 07BQ11 Jan 02 21:45:59 08 | L01 D1         |  2:25:59.4  -4:28:32 2000 |  360 | z | 1.22 | 0.72 0.73  2339 |P 1 V Q|
962749 | 07BQ11 Jan 02 21:52:48 08 | L01 D1         |  2:25:59.0  -4:29:02 2000 |  360 | z | 1.23 | 0.88 0.89  2360 |P 1 V Q|
962750 | 07BQ11 Jan 02 21:59:36 08 | L01 D1         |  2:26:01.0  -4:31:02 2000 |  360 | z | 1.25 | 0.85 0.85  2381 |P 1 V Q|
962751 | 07BQ11 Jan 02 22:06:26 08 | L01 D1         |  2:26:00.6  -4:28:50 2000 |  360 | z | 1.28 | 0.86 0.87  2540 |P 1 V Q|
962752 | 07BQ11 Jan 02 22:13:47 08 | L01 D1         |  2:25:59.3  -4:31:14 2000 |  360 | z | 1.30 | 0.90 0.90  2680 |P 1 V Q|
962753 | 07BQ11 Jan 02 22:20:35 08 | L01 D1         |  2:25:58.7  -4:29:44 2000 |  360 | z | 1.33 | 0.92 0.91  2669 |P 1 V Q|
962774 | 07BQ11 Jan 03 01:19:08 08 | L01 D2         | 10:00:28.6   2:12:20 2000 |  520 | i | 1.29 | 0.57 0.60  2432 |P 1 V Q|
962775 | 07BQ11 Jan 03 01:28:36 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  520 | i | 1.25 | 0.54 0.56  2147 |P 1 V Q|
962776 | 07BQ11 Jan 03 01:38:05 08 | L01 D2         | 10:00:29.2   2:10:50 2000 |  520 | i | 1.22 | 0.58 0.60  2040 |P 1 V Q|
962777 | 07BQ11 Jan 03 01:47:33 08 | L01 D2         | 10:00:30.1   2:12:50 2000 |  520 | i | 1.19 | 0.56 0.59  1819 |P 1 V Q|
962778 | 07BQ11 Jan 03 01:57:01 08 | L01 D2         | 10:00:28.1   2:13:50 2000 |  520 | i | 1.17 | 0.50 0.53  1612 |P 1 V Q|
962779 | 07BQ11 Jan 03 02:06:29 08 | L01 D2         | 10:00:27.6   2:13:20 2000 |  520 | i | 1.15 | 0.50 0.53  1579 |P 1 V Q|
962780 | 07BQ11 Jan 03 02:15:58 08 | L01 D2         | 10:00:29.6   2:11:20 2000 |  520 | i | 1.13 | 0.50 0.53  1573 |P 1 V Q|
962781 | 07BQ11 Jan 03 02:23:02 08 | L01 D2         | 10:00:28.6   2:12:20 2000 |  300 | r | 1.11 | 0.55 0.58   537 |P 1 V Q|
962782 | 07BQ11 Jan 03 02:28:51 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  300 | r | 1.10 | 0.66 0.68   533 |P 1 V Q|
962783 | 07BQ11 Jan 03 02:34:39 08 | L01 D2         | 10:00:29.2   2:10:50 2000 |  300 | r | 1.09 | 0.74 0.76   524 |P 1 V Q|
962784 | 07BQ11 Jan 03 02:40:27 08 | L01 D2         | 10:00:30.1   2:12:50 2000 |  300 | r | 1.08 | 0.77 0.78   527 |P 1 V Q|
962785 | 07BQ11 Jan 03 02:46:15 08 | L01 D2         | 10:00:28.1   2:13:50 2000 |  300 | r | 1.08 | 0.77 0.79   526 |P 1 V Q|
962786 | 07BQ11 Jan 03 02:52:07 08 | L01 D2         | 10:00:28.6   2:12:19 2000 |  225 | g | 1.07 | 0.89 0.91   342 |P 1 V Q|
962787 | 07BQ11 Jan 03 02:56:40 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  225 | g | 1.06 | 0.99 1.01   356 |P 1 V Q|
962788 | 07BQ11 Jan 03 03:01:13 08 | L01 D2         | 10:00:29.2   2:10:49 2000 |  225 | g | 1.06 | 1.01 1.03   368 |P 1 V Q|
962789 | 07BQ11 Jan 03 03:05:47 08 | L01 D2         | 10:00:30.1   2:12:50 2000 |  225 | g | 1.06 | 1.04 1.06   372 |P 1 V Q|
962790 | 07BQ11 Jan 03 03:10:20 08 | L01 D2         | 10:00:28.1   2:13:50 2000 |  225 | g | 1.06 | 0.94 0.95   384 |P 1 V Q|
962791 | 07BQ11 Jan 03 03:18:33 08 | L01 D2         | 10:00:28.6   2:12:20 2000 |  360 | z | 1.05 | 0.67 0.69   759 |P 1 V Q|
962792 | 07BQ11 Jan 03 03:25:21 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  360 | z | 1.05 | 0.59 0.61   739 |P 1 V Q|
962793 | 07BQ11 Jan 03 03:32:09 08 | L01 D2         | 10:00:29.2   2:10:50 2000 |  360 | z | 1.05 | 0.61 0.63   718 |P 1 V Q|
962794 | 07BQ11 Jan 03 03:38:57 08 | L01 D2         | 10:00:30.1   2:12:50 2000 |  360 | z | 1.05 | 0.64 0.65   724 |P 1 V Q|
962795 | 07BQ11 Jan 03 03:45:46 08 | L01 D2         | 10:00:28.1   2:13:50 2000 |  360 | z | 1.05 | 0.62 0.63   719 |P 1 V Q|
962796 | 07BQ11 Jan 03 03:52:34 08 | L01 D2         | 10:00:27.6   2:13:20 2000 |  360 | z | 1.05 | 0.60 0.61   741 |P 1 V Q|
962797 | 07BQ11 Jan 03 03:59:22 08 | L01 D2         | 10:00:29.6   2:11:20 2000 |  360 | z | 1.05 | 0.61 0.62   762 |P 1 V Q|
962798 | 07BQ11 Jan 03 04:06:10 08 | L01 D2         | 10:00:29.3   2:13:32 2000 |  360 | z | 1.06 | 0.66 0.68   761 |P 1 V Q|
962799 | 07BQ11 Jan 03 04:12:59 08 | L01 D2         | 10:00:28.0   2:11:08 2000 |  360 | z | 1.06 | 0.68 0.70   773 |P 1 V Q|
962800 | 07BQ11 Jan 03 04:19:47 08 | L01 D2         | 10:00:27.4   2:12:38 2000 |  360 | z | 1.07 | 0.61 0.63   821 |P 1 V Q|
963261 | 07BQ11 Jan 05 19:30:00 08 | L01 D1         |  2:25:59.8  -4:30:01 2000 |  225 | g | 1.10 | 1.54 1.57   394 |P 5 O Q|
963262 | 07BQ11 Jan 05 19:34:33 08 | L01 D1         |  2:25:58.4  -4:30:31 2000 |  225 | g | 1.10 | 1.75 1.65   394 |P 5 O Q|
963288 | 07BQ11 Jan 05 20:37:33 08 | L01 D1         |  2:25:59.8  -4:30:00 2000 |  225 | g | 1.12 | 1.20 1.23   399 |P 1 V Q|
963289 | 07BQ11 Jan 05 20:42:06 08 | L01 D1         |  2:25:58.4  -4:30:31 2000 |  225 | g | 1.13 | 1.09 1.12   400 |P 1 V Q|
963290 | 07BQ11 Jan 05 20:46:40 08 | L01 D1         |  2:26:00.4  -4:31:31 2000 |  225 | g | 1.13 | 1.08 1.11   404 |P 1 V Q|
963291 | 07BQ11 Jan 05 20:51:13 08 | L01 D1         |  2:26:01.3  -4:29:31 2000 |  225 | g | 1.14 | 1.01 1.04   405 |P 1 V Q|
963292 | 07BQ11 Jan 05 20:55:46 08 | L01 D1         |  2:25:59.3  -4:28:31 2000 |  225 | g | 1.14 | 1.09 1.11   408 |P 1 V Q|
963293 | 07BQ11 Jan 05 21:02:50 08 | L01 D1         |  2:25:59.8  -4:30:01 2000 |  300 | r | 1.15 | 0.86 0.88   738 |P 1 V Q|
963294 | 07BQ11 Jan 05 21:08:38 08 | L01 D1         |  2:25:58.4  -4:30:31 2000 |  300 | r | 1.16 | 1.17 1.19   762 |P 1 V Q|
963295 | 07BQ11 Jan 05 21:14:27 08 | L01 D1         |  2:26:00.4  -4:31:31 2000 |  300 | r | 1.17 | 1.12 1.14   782 |P 1 V Q|
963296 | 07BQ11 Jan 05 21:20:15 08 | L01 D1         |  2:26:01.3  -4:29:31 2000 |  300 | r | 1.19 | 1.04 1.06   800 |P 1 V Q|
963297 | 07BQ11 Jan 05 21:26:08 08 | L01 D1         |  2:25:59.3  -4:28:31 2000 |  300 | r | 1.20 | 1.30 1.33   816 |P 1 V Q|
963298 | 07BQ11 Jan 05 21:34:11 08 | L01 D1         |  2:25:59.8  -4:30:01 2000 |  360 | i | 1.22 | 0.92 0.94  1903 |P 1 V Q|
963299 | 07BQ11 Jan 05 21:40:59 08 | L01 D1         |  2:25:58.4  -4:30:31 2000 |  360 | i | 1.23 | 0.92 0.94  1934 |P 1 V Q|
963300 | 07BQ11 Jan 05 21:47:47 08 | L01 D1         |  2:26:00.4  -4:31:31 2000 |  360 | i | 1.25 | 0.92 0.94  1981 |P 1 V Q|
963301 | 07BQ11 Jan 05 21:54:36 08 | L01 D1         |  2:26:01.3  -4:29:31 2000 |  360 | i | 1.28 | 1.03 1.05  1940 |P 1 V Q|
963302 | 07BQ11 Jan 05 22:01:29 08 | L01 D1         |  2:25:59.3  -4:28:31 2000 |  360 | i | 1.30 | 1.11 1.13  1950 |P 1 V Q|
963354 | 07BQ11 Jan 06 02:37:29 08 | L01 D2         | 10:00:28.5   2:12:19 2000 |  300 | r | 1.07 | 0.68 0.70   552 |P 1 V Q|
963355 | 07BQ11 Jan 06 02:43:18 08 | L01 D2         | 10:00:27.0   2:11:50 2000 |  300 | r | 1.07 | 0.61 0.64   561 |P 1 V Q|
963356 | 07BQ11 Jan 06 02:49:06 08 | L01 D2         | 10:00:29.0   2:10:50 2000 |  300 | r | 1.06 | 0.67 0.71   569 |P 1 V Q|
963357 | 07BQ11 Jan 06 02:54:54 08 | L01 D2         | 10:00:29.9   2:12:50 2000 |  300 | r | 1.06 | 0.66 0.69   573 |P 1 V Q|
963358 | 07BQ11 Jan 06 03:00:42 08 | L01 D2         | 10:00:27.9   2:13:50 2000 |  300 | r | 1.06 | 0.71 0.75   578 |P 1 V Q|
963361 | 07BQ11 Jan 06 03:25:24 08 | L01 D2         | 10:00:28.5   2:12:20 2000 |  225 | g | 1.05 | 0.61 0.64   359 |P 1 V Q|
963362 | 07BQ11 Jan 06 03:29:57 08 | L01 D2         | 10:00:27.0   2:11:50 2000 |  225 | g | 1.05 | 0.62 0.65   363 |P 1 V Q|
963363 | 07BQ11 Jan 06 03:34:31 08 | L01 D2         | 10:00:29.0   2:10:50 2000 |  225 | g | 1.05 | 0.69 0.72   364 |P 1 V Q|
963364 | 07BQ11 Jan 06 03:39:04 08 | L01 D2         | 10:00:29.9   2:12:50 2000 |  225 | g | 1.05 | 0.66 0.69   361 |P 1 V Q|
963365 | 07BQ11 Jan 06 03:43:37 08 | L01 D2         | 10:00:27.9   2:13:50 2000 |  225 | g | 1.05 | 0.98 1.00   371 |P 1 V Q|
963366 | 07BQ11 Jan 06 03:51:42 08 | L01 D2         | 10:00:28.5   2:12:19 2000 |  360 | i | 1.06 | 1.09 1.11  1418 |P 1 V Q|
963367 | 07BQ11 Jan 06 03:58:30 08 | L01 D2         | 10:00:27.0   2:11:50 2000 |  360 | i | 1.06 | 0.86 0.87  1441 |P 1 V Q|
963368 | 07BQ11 Jan 06 04:05:18 08 | L01 D2         | 10:00:29.0   2:10:50 2000 |  360 | i | 1.06 | 0.67 0.68  1421 |P 1 V Q|
963369 | 07BQ11 Jan 06 04:12:07 08 | L01 D2         | 10:00:30.0   2:12:50 2000 |  360 | i | 1.07 | 0.71 0.73  1424 |P 1 V Q|
963370 | 07BQ11 Jan 06 04:19:00 08 | L01 D2         | 10:00:27.9   2:13:50 2000 |  360 | i | 1.08 | 0.68 0.70  1393 |P 1 V Q|
964254 | 07BQ11 Jan 09 20:34:20 08 | L04 D1         |  2:26:00.0  -4:29:59 2000 |  660 | u | 1.13 | 1.14 1.16   205 |P 1 V Q|
964255 | 07BQ11 Jan 09 20:46:08 08 | L04 D1         |  2:25:58.5  -4:30:30 2000 |  660 | u | 1.14 | 1.03 1.14   207 |P 1 V Q|
964256 | 07BQ11 Jan 09 20:57:56 08 | L04 D1         |  2:26:00.5  -4:31:29 2000 |  660 | u | 1.16 | 1.08 1.12   212 |P 1 V Q|
964257 | 07BQ11 Jan 09 21:09:44 08 | L04 D1         |  2:26:01.4  -4:29:30 2000 |  660 | u | 1.18 | 1.14 1.08   218 |P 1 V Q|
964258 | 07BQ11 Jan 09 21:21:32 08 | L04 D1         |  2:25:59.4  -4:28:29 2000 |  660 | u | 1.21 | 1.20 1.23   222 |P 1 V Q|
964259 | 07BQ11 Jan 09 21:33:20 08 | L04 D1         |  2:25:59.0  -4:29:00 2000 |  660 | u | 1.24 | 1.26 1.23   225 |P 1 V Q|
964260 | 07BQ11 Jan 09 21:45:09 08 | L04 D1         |  2:26:00.9  -4:30:59 2000 |  660 | u | 1.28 | 1.15 1.24   225 |P 1 V Q|
964409 | 07BQ11 Jan 10 01:07:03 08 | L01 D2         | 10:00:28.7   2:12:20 2000 |  520 | i | 1.23 | 0.76 0.78  2694 |P 1 V Q|
964410 | 07BQ11 Jan 10 01:16:31 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  520 | i | 1.20 | 0.74 0.77  2485 |P 1 V Q|
964411 | 07BQ11 Jan 10 01:25:59 08 | L01 D2         | 10:00:29.2   2:10:49 2000 |  520 | i | 1.18 | 0.68 0.71  2313 |P 1 V Q|
964412 | 07BQ11 Jan 10 01:35:27 08 | L01 D2         | 10:00:30.2   2:12:50 2000 |  520 | i | 1.15 | 0.73 0.76  2210 |P 1 V Q|
964413 | 07BQ11 Jan 10 01:44:55 08 | L01 D2         | 10:00:28.2   2:13:50 2000 |  520 | i | 1.13 | 0.82 0.86  2119 |P 1 V Q|
964414 | 07BQ11 Jan 10 01:54:24 08 | L01 D2         | 10:00:27.7   2:13:20 2000 |  520 | i | 1.11 | 0.69 0.73  2061 |P 1 V Q|
964415 | 07BQ11 Jan 10 02:03:57 08 | L01 D2         | 10:00:29.7   2:11:19 2000 |  520 | i | 1.10 | 0.68 0.72  2024 |P 1 V Q|
964416 | 07BQ11 Jan 10 02:11:01 08 | L01 D2         | 10:00:28.7   2:12:20 2000 |  300 | r | 1.08 | 0.73 0.77   619 |P 1 V Q|
964417 | 07BQ11 Jan 10 02:16:49 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  300 | r | 1.08 | 0.74 0.78   617 |P 1 V Q|
964418 | 07BQ11 Jan 10 02:22:37 08 | L01 D2         | 10:00:29.2   2:10:49 2000 |  300 | r | 1.07 | 0.74 0.78   612 |P 1 V Q|
964419 | 07BQ11 Jan 10 02:28:25 08 | L01 D2         | 10:00:30.1   2:12:49 2000 |  300 | r | 1.07 | 0.73 0.77   605 |P 1 V Q|
964420 | 07BQ11 Jan 10 02:34:13 08 | L01 D2         | 10:00:28.1   2:13:49 2000 |  300 | r | 1.06 | 0.72 0.76   609 |P 1 V Q|
964421 | 07BQ11 Jan 10 02:40:07 08 | L01 D2         | 10:00:28.7   2:12:20 2000 |  225 | g | 1.06 | 0.76 0.80   406 |P 1 V Q|
964422 | 07BQ11 Jan 10 02:44:40 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  225 | g | 1.05 | 0.81 0.85   407 |P 1 V Q|
964423 | 07BQ11 Jan 10 02:49:13 08 | L01 D2         | 10:00:29.2   2:10:50 2000 |  225 | g | 1.05 | 0.81 0.85   408 |P 1 V Q|
964424 | 07BQ11 Jan 10 02:53:46 08 | L01 D2         | 10:00:30.1   2:12:50 2000 |  225 | g | 1.05 | 0.78 0.82   406 |P 1 V Q|
964425 | 07BQ11 Jan 10 02:58:20 08 | L01 D2         | 10:00:28.1   2:13:50 2000 |  225 | g | 1.05 | 0.77 0.81   406 |P 1 V Q|
964426 | 07BQ11 Jan 10 03:06:42 08 | L01 D2         | 10:00:28.7   2:12:19 2000 |  360 | z | 1.05 | 0.60 0.62  1354 |P 1 V Q|
964427 | 07BQ11 Jan 10 03:13:29 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  360 | z | 1.05 | 0.61 0.63  1375 |P 1 V Q|
964428 | 07BQ11 Jan 10 03:20:23 08 | L01 D2         | 10:00:29.2   2:10:50 2000 |  360 | z | 1.05 | 0.62 0.64  1366 |P 1 V Q|
964429 | 07BQ11 Jan 10 03:27:11 08 | L01 D2         | 10:00:30.2   2:12:50 2000 |  360 | z | 1.05 | 0.62 0.65  1377 |P 1 V Q|
964430 | 07BQ11 Jan 10 03:34:00 08 | L01 D2         | 10:00:28.1   2:13:50 2000 |  360 | z | 1.05 | 0.59 0.62  1396 |P 1 V Q|
964431 | 07BQ11 Jan 10 03:40:50 08 | L01 D2         | 10:00:27.7   2:13:20 2000 |  360 | z | 1.06 | 0.65 0.68  1378 |P 1 V Q|
964432 | 07BQ11 Jan 10 03:47:38 08 | L01 D2         | 10:00:29.7   2:11:20 2000 |  360 | z | 1.06 | 0.67 0.70  1365 |P 1 V Q|
964433 | 07BQ11 Jan 10 03:54:26 08 | L01 D2         | 10:00:29.4   2:13:32 2000 |  360 | z | 1.07 | 0.61 0.65  1368 |P 1 V Q|
964434 | 07BQ11 Jan 10 04:01:14 08 | L01 D2         | 10:00:28.0   2:11:08 2000 |  360 | z | 1.07 | 0.58 0.62  1353 |P 1 V Q|
964435 | 07BQ11 Jan 10 04:08:02 08 | L01 D2         | 10:00:27.5   2:12:38 2000 |  360 | z | 1.08 | 0.60 0.65  1335 |P 1 V Q|
964551 | 07BQ11 Jan 10 19:03:10 08 | L01 D1         |  2:25:04.4  -4:33:06 2000 |  520 | i | 1.11 | 0.82 0.82  6518 |A 5 O Q|
964552 | 07BQ11 Jan 10 19:37:50 08 | L01 D1         |  2:26:00.0  -4:29:59 2000 |  520 | i | 1.10 | 0.69 0.70  2771 |A 3 O Q|
964553 | 07BQ11 Jan 10 20:15:05 08 | L01 D1         |  2:25:58.6  -4:30:28 2000 |  520 | i | 1.11 | 1.37 1.10  2905 |A 5 O Q|
964554 | 07BQ11 Jan 10 20:45:28 08 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  520 | i | 1.15 | 0.94 0.95  2924 |A 5 O Q|
964557 | 07BQ11 Jan 10 21:13:14 08 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  520 | i | 1.21 | 1.16 1.13  3114 |A 5 O Q|
964698 | 07BQ11 Jan 11 19:07:37 08 | L01 D1         |  2:26:00.0  -4:29:59 2000 |  520 | i | 1.10 | 0.68 0.70  3610 |P 1 V Q|
964699 | 07BQ11 Jan 11 19:17:06 08 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  520 | i | 1.10 | 0.68 0.70  2700 |P 1 V Q|
964700 | 07BQ11 Jan 11 19:26:39 08 | L01 D1         |  2:26:00.6  -4:31:29 2000 |  520 | i | 1.10 | 0.67 0.70  2483 |P 1 V Q|
964701 | 07BQ11 Jan 11 19:36:07 08 | L01 D1         |  2:26:01.5  -4:29:29 2000 |  520 | i | 1.10 | 0.79 0.81  2481 |P 1 V Q|
964702 | 07BQ11 Jan 11 19:45:38 08 | L01 D1         |  2:25:59.5  -4:28:29 2000 |  520 | i | 1.10 | 0.67 0.69  2464 |P 1 V Q|
964703 | 07BQ11 Jan 11 19:57:32 08 | L01 D1         |  2:25:59.0  -4:28:59 2000 |  520 | i | 1.10 | 0.67 0.69  2430 |P 1 V Q|
964704 | 07BQ11 Jan 11 20:07:01 08 | L01 D1         |  2:26:01.0  -4:30:59 2000 |  520 | i | 1.11 | 0.70 0.72  2398 |P 1 V Q|
964705 | 07BQ11 Jan 11 20:14:05 08 | L01 D1         |  2:26:00.0  -4:29:59 2000 |  300 | r | 1.12 | 0.82 0.86   733 |P 1 V Q|
964706 | 07BQ11 Jan 11 20:19:54 08 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  300 | r | 1.13 | 0.74 0.77   737 |P 1 V Q|
964707 | 07BQ11 Jan 11 20:25:42 08 | L01 D1         |  2:26:00.6  -4:31:29 2000 |  300 | r | 1.13 | 0.75 0.77   740 |P 1 V Q|
964708 | 07BQ11 Jan 11 20:31:30 08 | L01 D1         |  2:26:01.5  -4:29:29 2000 |  300 | r | 1.14 | 0.77 0.78   729 |P 1 V Q|
964709 | 07BQ11 Jan 11 20:37:24 08 | L01 D1         |  2:25:59.5  -4:28:28 2000 |  300 | r | 1.15 | 0.74 0.75   737 |P 1 V Q|
964710 | 07BQ11 Jan 11 20:43:13 08 | L01 D1         |  2:26:00.0  -4:29:59 2000 |  225 | g | 1.16 | 0.79 0.81   476 |P 1 V Q|
964711 | 07BQ11 Jan 11 20:47:46 08 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  225 | g | 1.17 | 0.77 0.78   482 |P 1 V Q|
964712 | 07BQ11 Jan 11 20:52:19 08 | L01 D1         |  2:26:00.6  -4:31:29 2000 |  225 | g | 1.18 | 0.84 0.85   484 |P 1 V Q|
964713 | 07BQ11 Jan 11 20:56:52 08 | L01 D1         |  2:26:01.5  -4:29:29 2000 |  225 | g | 1.19 | 0.77 0.78   474 |P 1 V Q|
964714 | 07BQ11 Jan 11 21:01:31 08 | L01 D1         |  2:25:59.5  -4:28:29 2000 |  225 | g | 1.20 | 0.80 0.82   471 |P 1 V Q|
